iter	Logloss
510	0.1440092487
511	0.1439349385
512	0.1435535726
513	0.1434751598
514	0.1434311313
515	0.1432392157
516	0.1427670344
517	0.1423912252
518	0.1421351664
519	0.141997043
520	0.1419106763
521	0.1418131697
522	0.141755278
523	0.141711626
524	0.1415324577
525	0.1412704049
526	0.1410644416
527	0.1408096013
528	0.1406694053
529	0.1405539331
530	0.1403134893
531	0.1400771331
532	0.1397888342
533	0.1397549744
534	0.1395274117
535	0.1393345835
536	0.1391758802
537	0.1390443163
538	0.1388272435
539	0.1385759858
540	0.1382371304
541	0.137950411
542	0.1378447134
543	0.1374714221
544	0.1371765866
545	0.1369382619
546	0.1368479032
547	0.1366221412
548	0.136494899
549	0.1363463263
550	0.1361012512
551	0.1358188073
552	0.135734966
553	0.1356664311
554	0.1354843992
555	0.1352810705
556	0.135185531
557	0.1349240414
558	0.1347351107
559	0.1343997697
560	0.1340399824
561	0.1338819357
562	0.1337116756
563	0.133376954
564	0.1332359151
565	0.1330566006
566	0.1327921839
567	0.1326866387
568	0.1324658835
569	0.1322678666
570	0.1320818452
571	0.1319764883
572	0.1318950881
573	0.1317159187
574	0.1313136021
575	0.1310627258
576	0.1308689091
577	0.130536326
578	0.1303729866
579	0.1301748476
580	0.1301009285
581	0.1300498778
582	0.1299198757
583	0.1298354085
584	0.1297634553
585	0.1295855483
586	0.1295332396
587	0.1292076297
588	0.1290084587
589	0.1288191271
590	0.1285938592
591	0.1283952992
592	0.1282776032
593	0.1280515705
594	0.1278048684
595	0.1275744224
596	0.1272885938
597	0.1271476452
598	0.1269534048
599	0.1268854485
600	0.1267288829
601	0.1265499981
602	0.1264741423
603	0.1263845907
604	0.1262307694
605	0.12602992
606	0.1258772687
607	0.1257159006
608	0.1256585213
609	0.1253624411
610	0.1251557776
611	0.124910282
612	0.1248534125
613	0.1246905741
614	0.1246311005
615	0.1244902474
616	0.1243512915
617	0.1241588055
618	0.124050095
619	0.1239870857
620	0.1237185195
621	0.123574811
622	0.1234379446
623	0.1232077338
624	0.1230177869
625	0.1227186534
626	0.1225467387
627	0.1223887808
628	0.1221627665
629	0.1221255614
630	0.1218853403
631	0.121657817
632	0.1214085165
633	0.1213242728
634	0.1211315397
635	0.1209210364
636	0.1207604285
637	0.1206888813
638	0.1204764277
639	0.1204287592
640	0.1203513696
641	0.120281407
642	0.1201486958
643	0.1201361011
644	0.1200336895
645	0.1198466296
646	0.1197663086
647	0.1196860989
648	0.119571873
649	0.1194190008
650	0.1193139831
651	0.1192086549
652	0.1190736808
653	0.118913097
654	0.1187071837
655	0.1183989988
656	0.1183100478
657	0.1180341534
658	0.1178395026
659	0.117685219
660	0.1175903345
661	0.1173825579
662	0.1173348832
663	0.1171515908
664	0.117020947
665	0.1168224563
666	0.1165935272
667	0.1164415149
668	0.1162677273
669	0.1159958379
670	0.115896963
671	0.1158347691
672	0.1157604311
673	0.1156004168
674	0.1154703259
675	0.1153155114
676	0.1152867678
677	0.1151585722
678	0.1150095717
679	0.1149225299
680	0.1147918828
681	0.1146810859
682	0.1146268447
683	0.1144120583
684	0.1141498528
685	0.1139336518
686	0.1137906525
687	0.1136428529
688	0.1135570965
689	0.1134070323
690	0.1132351847
691	0.1131437009
692	0.1131134992
693	0.1130427357
694	0.1129434879
695	0.1128049449
696	0.112644312
697	0.1125368387
698	0.1124745849
699	0.1123894147
700	0.1121427863
701	0.1120036073
702	0.1118953726
703	0.1118408223
704	0.1117787434
705	0.1115486357
706	0.1115226906
707	0.1113747208
708	0.1113442356
709	0.1112513082
710	0.1111032469
711	0.110990577
712	0.1109459291
713	0.1109183542
714	0.110829713
715	0.1106816226
716	0.1106178923
717	0.1103041846
718	0.1102921799
719	0.1102157236
720	0.110168638
721	0.1099946959
722	0.1098857936
723	0.109838824
724	0.1096276061
725	0.1093783131
726	0.1092221976
727	0.1091145311
728	0.1089563984
729	0.1087583015
730	0.1086751316
731	0.1086387563
732	0.108577547
733	0.1084960065
734	0.1083847011
735	0.1081200128
736	0.1080008935
737	0.1078395884
738	0.1077114368
739	0.1076116798
740	0.1074749264
741	0.1072618353
742	0.1071743838
743	0.1071332068
744	0.1069849188
745	0.1067871979
746	0.1067166168
747	0.1065992144
748	0.1064851032
749	0.1064199457
750	0.1062850976
751	0.1060851704
752	0.1059702956
753	0.1058921823
754	0.105771492
755	0.105695259
756	0.1056849904
757	0.1055537892
758	0.1053300476
759	0.1052326157
760	0.1049135915
761	0.1048666404
762	0.1046326191
763	0.1045084972
764	0.1043422771
765	0.104148786
766	0.10394215
767	0.1038694758
768	0.1037443394
769	0.1035799534
770	0.1034415184
771	0.1033168787
772	0.1032889966
773	0.1032624646
774	0.1030677439
775	0.1029625041
776	0.1028950454
777	0.1026551274
778	0.1024941128
779	0.1023516548
780	0.1022289397
781	0.1021846441
782	0.1021463772
783	0.1020245143
784	0.1019306771
785	0.1018161533
786	0.1016357385
787	0.1014924527
788	0.1014340695
789	0.1013761205
790	0.1012818716
791	0.1010790568
792	0.1009739555
793	0.1008864398
794	0.1008007192
795	0.1006006688
796	0.1004971402
797	0.1003941718
798	0.1002112872
799	0.1000897022
800	0.09977426986
801	0.09971212743
802	0.09955006365
803	0.0994271185
804	0.09936526558
805	0.0991961318
806	0.09901368874
807	0.09894937583
808	0.09885259177
809	0.09873987898
810	0.09866374467
811	0.09839685569
812	0.09832450094
813	0.0980460695
814	0.09789378928
815	0.0977780818
816	0.09773349431
817	0.09752663411
818	0.09741452764
819	0.09733158138
820	0.09708705653
821	0.09693757745
822	0.09689751398
823	0.0967692912
824	0.09655458471
825	0.09633373372
826	0.09620586206
827	0.09609248324
828	0.09592942504
829	0.09583851463
830	0.09575434681
831	0.09567354406
832	0.09551043067
833	0.09541108012
834	0.09528854616
835	0.09515953231
836	0.09510760991
837	0.09508248555
838	0.09498152508
839	0.09485932488
840	0.09480583584
841	0.09467448414
842	0.09453045146
843	0.09435066328
844	0.09420243661
845	0.09405396914
846	0.09393790624
847	0.09375968569
848	0.09369728958
849	0.0935543591
850	0.09339056465
851	0.09326188021
852	0.09317132187
853	0.0930987809
854	0.09294731962
855	0.09278466373
856	0.09275625734
857	0.09270250823
858	0.09265286195
859	0.09254014273
860	0.09246187556
861	0.09230223071
862	0.09226582216
863	0.09217112046
864	0.09213373082
865	0.09192570144
866	0.09181560098
867	0.09163077419
868	0.09151399791
869	0.09133849632
870	0.09129384769
871	0.09120189331
872	0.0910707323
873	0.09092752911
874	0.09062640135
875	0.09056914164
876	0.09041704583
877	0.09038463591
878	0.09032804513
879	0.09027403932
880	0.09023446457
881	0.09021208441
882	0.09004688363
883	0.08994326829
884	0.08990626601
885	0.08977438266
886	0.08957426618
887	0.08949580981
888	0.08936379833
889	0.08931809174
890	0.08927153053
891	0.08919042949
892	0.08914239777
893	0.08904055095
894	0.08891150171
895	0.08864240051
896	0.08856990209
897	0.08849708372
898	0.08837684252
899	0.08831948537
900	0.08823039444
901	0.08818725939
902	0.08814340158
903	0.08803955486
904	0.08801916934
905	0.08795288714
906	0.08788773207
907	0.0877744938
908	0.087678655
909	0.08761266933
910	0.08751513181
911	0.08736079952
912	0.08717532391
913	0.08704841594
914	0.08699421369
915	0.08686851626
916	0.08673831361
917	0.08661507466
918	0.08657983499
919	0.08656102413
920	0.08650883606
921	0.08640438956
922	0.08619371775
923	0.08616743375
924	0.08602002615
925	0.08592781588
926	0.08582246738
927	0.08566595208
928	0.08557143984
929	0.08551271466
930	0.08535607545
931	0.08526478232
932	0.0851037103
933	0.0849305163
934	0.08482856301
935	0.08475457391
936	0.08470272984
937	0.08467485415
938	0.08452103778
939	0.08443992793
940	0.08430790303
941	0.08424549938
942	0.08411196995
943	0.08382176947
944	0.08378872096
945	0.08364749029
946	0.08352499187
947	0.08340651705
948	0.08328873186
949	0.08317910351
950	0.08314471079
951	0.08303503594
952	0.08300156297
953	0.08298257408
954	0.08289501733
955	0.08278939614
956	0.08266710543
957	0.08263578611
958	0.08259607019
959	0.08257268518
960	0.08248983476
961	0.08241494198
962	0.08233046313
963	0.0822805346
964	0.08207538264
965	0.08204752133
966	0.08198428398
967	0.08179578042
968	0.08173050998
969	0.08171418992
970	0.08160445827
971	0.08150336271
972	0.08133765025
973	0.0812677515
974	0.08118535449
975	0.08113605466
976	0.08111976676
977	0.08086413277
978	0.08080920534
979	0.0807718162
980	0.08075265641
981	0.08062241286
982	0.0806071835
983	0.08050953788
984	0.08041461366
985	0.08034653986
986	0.08031894255
987	0.08026664309
988	0.08014087569
989	0.08010569625
990	0.08007724396
991	0.0800417384
992	0.0798107145
993	0.07974297562
994	0.07971666156
995	0.07967667661
996	0.07954650205
997	0.07948771948
998	0.07939032647
999	0.07935501332
